"BehaviorSpace results (NetLogo 6.1.1)"
"NetLogo_PSO_Playground.nlogo"
"swarm-confidence-nc"
"01/05/2025 14:10:53:758 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-100","100","-100","100"
"[run number]","trails-mode","path-to-save","path-to-load","highlight-mode","Constraints","Constraint","constraint_handling_method","fitness_function","particle-inertia","swarm-confidence","population-size","particle-speed-limit","personal-confidence","[step]","global-best-val","iterations"
"9","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Shubert","0.3","1.5","13","13","0.8","2","0.9872355012598519","2"
"6","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Schwefel","0.3","1.5","13","13","0.8","3","0.9979293340210406","3"
"9","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Shubert","0.3","1.5","13","13","0.8","3","0.9979293340210406","3"
"12","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Booth","0.3","1.5","13","13","0.8","1","0.834415235867998","1"
"3","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Langermann","0.3","1.5","13","13","0.8","1","0.834415235867998","1"
"12","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Booth","0.3","1.5","13","13","0.8","2","0.9872355012598519","2"
"3","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Langermann","0.3","1.5","13","13","0.8","2","0.9872355012598519","2"
"4","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Schwefel","0.3","0.5","13","13","0.8","1","0.834415235867998","1"
"12","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Booth","0.3","1.5","13","13","0.8","3","0.9979293340210406","3"
"3","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Langermann","0.3","1.5","13","13","0.8","3","0.9979293340210406","3"
"4","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Schwefel","0.3","0.5","13","13","0.8","2","0.9732833236039745","2"
"4","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Schwefel","0.3","0.5","13","13","0.8","3","0.9918091601764102","3"
"4","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Schwefel","0.3","0.5","13","13","0.8","4","0.9948122591271703","4"
"4","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Schwefel","0.3","0.5","13","13","0.8","5","0.9984168672685441","5"
"4","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Schwefel","0.3","0.5","13","13","0.8","6","0.9984168672685441","6"
"4","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Schwefel","0.3","0.5","13","13","0.8","7","0.999898714386866","7"
"10","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Booth","0.3","0.5","13","13","0.8","0","0","0"
"1","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Langermann","0.3","0.5","13","13","0.8","1","0.834415235867998","1"
"10","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Booth","0.3","0.5","13","13","0.8","1","0.834415235867998","1"
"10","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Booth","0.3","0.5","13","13","0.8","2","0.9732833236039745","2"
"10","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Booth","0.3","0.5","13","13","0.8","3","0.9918091601764102","3"
"10","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Booth","0.3","0.5","13","13","0.8","4","0.9948122591271703","4"
"10","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Booth","0.3","0.5","13","13","0.8","5","0.9984168672685441","5"
"10","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Booth","0.3","0.5","13","13","0.8","6","0.9984168672685441","6"
"10","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Booth","0.3","0.5","13","13","0.8","7","0.999898714386866","7"
"1","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Langermann","0.3","0.5","13","13","0.8","2","0.9732833236039745","2"
"1","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Langermann","0.3","0.5","13","13","0.8","3","0.9918091601764102","3"
"1","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Langermann","0.3","0.5","13","13","0.8","4","0.9948122591271703","4"
"1","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Langermann","0.3","0.5","13","13","0.8","5","0.9984168672685441","5"
"1","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Langermann","0.3","0.5","13","13","0.8","6","0.9984168672685441","6"
"1","None","filename.txt","setting_1.txt","Best found","false","Constraint 2","Rejection Method","Langermann","0.3","0.5","13","13","0.8","7","0.999898714386866","7"
